,src,tgt,tag,loss
0,fpvure,fpvured,V;PST,0.9929912
1638,uaze,uazed,V;PST,0.81135005
1639,qrite,qrited,V;PST,1.4354875
1640,dfhtcr,dfhtcred,V;PST,1.9986074
1641,screehh,screehhed,V;PST,0.75508857
1642,ipdrly,ipdrlied,V;PST,1.7994864
1643,twiwl,twiwled,V;PST,0.7950903
1644,mendhe,mendhed,V;PST,0.9463107
1645,bgejle,bgejled,V;PST,1.0533453
1646,baogain,baogained,V;PST,0.98514396
1647,ebg,ebged,V;PST,0.820267
1648,byvl,byvld,V;PST,1.6976447
1649,czmptugn,czmptugned,V;PST,1.9318852
1650,dvax,dvaxt,V;PST,2.4835017
1651,owe,owed,V;PST,0.68871814
1652,swomsh,swomshed,V;PST,0.9595235
1653,piaca,piacaed,V;PST,1.1153125
1654,dart,darted,V;PST,0.6887973
1655,dlflahe,dlflahed,V;PST,1.1609187
1656,ehtn,ehtned,V;PST,1.0435344
1657,role,roled,V;PST,0.69749284
1658,fnonw,fnonwd,V;PST,1.7443005
1659,pocket,pocketed,V;PST,0.7364022
1660,assemble,assembled,V;PST,0.9138278
1661,couotjuneyt,couotjuneyted,V;PST,1.8722503
1662,zokm,zokmed,V;PST,1.0155963
1663,iigast,iigasted,V;PST,0.7934382
1664,dabde,dabded,V;PST,0.76529634
1665,praspie,praspied,V;PST,0.7874521
1666,banish,banished,V;PST,0.70772797
1667,utzpm,utzpmmed,V;PST,1.9844545
1668,paxwerve,paxwerved,V;PST,1.092674
1669,lon,loned,V;PST,1.0183558
1670,meiq,meiqed,V;PST,1.7571512
1671,aerold,aereld,V;PST,2.3691142
1672,mnrgy,mnrgyed,V;PST,1.8647703
1673,defsft,defsfted,V;PST,1.1353917
1674,pukr,pukrd,V;PST,2.0201578
1675,ebcomntlr,ebcomntlred,V;PST,1.7968885
1676,shozer,shozered,V;PST,0.78027177
1677,tacp,tacped,V;PST,0.702721
1678,rple,rpled,V;PST,0.9492635
1679,reim,reimed,V;PST,0.6972264
1680,admire,admired,V;PST,1.2219183
1681,dmrn,dmrned,V;PST,1.8048579
1682,spedaudve,spedaudved,V;PST,1.1435044
1683,cjrlar,cjrlared,V;PST,1.033634
1684,lebrd,lebrded,V;PST,1.2628565
1685,piyqner,piyqnered,V;PST,1.1545244
1686,qyscx,qyscx,V;PST,2.3636653
1687,jwnk,jwnked,V;PST,2.2220054
1688,aaj,aajed,V;PST,1.060412
1689,wsief,wsiefd,V;PST,1.898775
1690,elnaw,elnawed,V;PST,0.8272413
1691,dtstrvss,dtstrvssed,V;PST,1.3549124
1692,tfckve,tfckved,V;PST,1.3872464
1693,cursr,cursrd,V;PST,1.9298735
1694,inbydal,inbydaled,V;PST,2.7838016
1695,wzb,wzbded,V;PST,2.0457451
1696,wto,wtoed,V;PST,1.1830622
1697,whimrer,whimrered,V;PST,1.1478939
1698,ddyie,ddyied,V;PST,1.3319232
1699,abprecizte,abprecizted,V;PST,0.77412504
1700,dmtghke,dmtghked,V;PST,1.9773644
1701,fjow,fjowed,V;PST,1.0296253
1702,dxtio,dxtioed,V;PST,1.7943515
1703,cykthipmoe,cykthipmoed,V;PST,2.190713
1704,pgardc,pgardcked,V;PST,1.5109656
1705,soodhe,soodhed,V;PST,0.88863325
1706,sgallop,sgalloped,V;PST,0.90468866
1707,pffsmd,pffsmded,V;PST,1.555687
1708,wslt,wslted,V;PST,1.3768681
1709,plpe,plped,V;PST,1.6632628
1710,cawp,cawped,V;PST,0.87406796
1711,exulate,exulated,V;PST,0.92618203
1712,trsnsbend,trsnsbended,V;PST,1.370327
1713,teevhe,teevhed,V;PST,0.89275646
1714,hpap,hpaped,V;PST,1.6033293
1715,wqutm,wqutmed,V;PST,1.1848079
1716,pcrdze,pcrdzed,V;PST,1.2308499
1717,mzrk,mzrked,V;PST,2.2462924
1718,darkgn,darkgned,V;PST,1.0034757
1719,prulf,prulfd,V;PST,1.6148698
1720,tfntwe,tfntwed,V;PST,1.2319732
1721,alter,altered,V;PST,0.69349957
1722,dlown,dlowned,V;PST,0.6938748
1723,acceat,acceated,V;PST,0.7356224
1724,jinple,jinpled,V;PST,0.89129883
1725,rrfp,rrfped,V;PST,3.1170406
1726,coanike,coaniked,V;PST,1.0270346
1727,pjiy,pjiied,V;PST,1.6001298
1728,yeaf,yeafed,V;PST,0.80866325
1729,cuog,cuogd,V;PST,1.7405573
1730,qagso,qagsod,V;PST,1.7877378
1731,renej,renejed,V;PST,1.0520713
1732,abocicure,abocicured,V;PST,1.15873
1733,hkade,hkaded,V;PST,1.3657056
1734,wtvund,wtvunded,V;PST,1.1328776
1735,fgddte,fgddted,V;PST,1.7976108
1736,gonk,gonked,V;PST,0.7862223
1737,wsebhh,wsebhhed,V;PST,1.0827837
1738,fravk,fravked,V;PST,0.9643587
1739,olaug,olauged,V;PST,1.1018244
1740,wlavp,wlavpd,V;PST,1.7967869
1741,ytoop,ytooped,V;PST,0.81734395
1742,tranfqride,tranfqrided,V;PST,1.3877624
1743,exbo,exboed,V;PST,0.738709
1744,wbx,wbxed,V;PST,1.41656
1745,andhpuce,andhpuced,V;PST,1.2187117
1746,qlyme,qlymeed,V;PST,2.1502447
1747,lgxe,lgxed,V;PST,1.551025
1748,dgny,dgnied,V;PST,1.1901165
1749,nttg,nttged,V;PST,1.2522546
1750,ssogbte,ssogbted,V;PST,1.0208756
1751,yrar,yrared,V;PST,1.808154
1752,qilw,qilwd,V;PST,2.4511409
1753,nsgqtiate,nsgqtiated,V;PST,1.3122905
1754,inkrhose,inkrhosed,V;PST,1.1493647
1755,pegsojt,pegsojted,V;PST,1.4735148
1756,slcb,slcbbed,V;PST,1.2546918
1757,cewt,cewted,V;PST,0.814882
1758,fwoqd,fwoqded,V;PST,1.0422633
1759,smuthjmiie,smuthjmiied,V;PST,1.931588
1760,iye,iyed,V;PST,1.1742318
1761,vazcuxsh,vazcuxshed,V;PST,1.3632697
1762,dizper,dizpered,V;PST,0.8174008
1763,estn,estnned,V;PST,1.410467
1764,orpvct,orpvcted,V;PST,1.1369014
1765,efdricate,efdricated,V;PST,1.2355666
1766,cluijh,cluijhed,V;PST,1.0484512
1767,perougse,perougsed,V;PST,0.7526201
1768,equal,equaled,V;PST,0.81611884
1769,cyjyt,cyjytd,V;PST,1.9042372
1770,psolnnt,psolnnted,V;PST,1.3968985
1771,grcuuace,grcuuaced,V;PST,1.0432985
1772,kid,kidded,V;PST,0.7611653
1773,tatjle,tatjled,V;PST,1.1678991
1774,ouifox,ouifoxed,V;PST,1.2107338
1775,estimate,estimated,V;PST,0.82267964
1776,psopose,psoposed,V;PST,0.9698534
1777,rqtsre,rqtsred,V;PST,2.659536
1778,baczwltn,baczwltned,V;PST,1.9438148
1779,saock,saocked,V;PST,0.71534264
1780,pkwdle,pkwdled,V;PST,1.4564782
1781,implement,implemented,V;PST,0.8450999
1782,horlow,horlowed,V;PST,0.79671913
1783,eeod,eeoded,V;PST,1.3160273
1784,pafjh,pafjhed,V;PST,1.151495
1785,cgaqsten,cgaqstened,V;PST,1.1113232
1786,eait,eaited,V;PST,0.77567357
1787,orot,orotted,V;PST,1.1239759
1788,depsgd,depsgded,V;PST,1.4651866
1789,yunk,yunked,V;PST,0.83166486
1790,heek,heeked,V;PST,0.72059566
1791,tdsnhle,tdsnhled,V;PST,1.1909909
1792,iisk,iisked,V;PST,0.7105314
1793,cwql,cwqled,V;PST,1.1360315
1794,hmlot,hmloted,V;PST,2.296977
1795,pegsmnpfy,pegsmnpfied,V;PST,1.8329706
1796,psbcre,psbcred,V;PST,1.396505
1797,xeun,xeunned,V;PST,1.3019369
1798,haun,hauned,V;PST,0.92699236
1799,dqqtribxte,dqqtribxted,V;PST,2.2547312
1800,svac,svaced,V;PST,1.1885805
1801,clht,clhted,V;PST,1.3150994
1802,hale,haled,V;PST,0.6889232
1803,groae,groaed,V;PST,0.82184476
1804,fevture,fevtured,V;PST,0.8889257
1805,space,spaced,V;PST,0.6898193
1806,izstrxmt,izstrxmted,V;PST,1.7997311
1807,maid,maided,V;PST,1.5500826
1808,digz,digzd,V;PST,1.4756769
1809,affm,affmmed,V;PST,1.5762502
1810,thocst,thocsted,V;PST,0.72210515
1811,jdhl,jdhld,V;PST,1.7069345
1812,gcyue,gcyued,V;PST,1.1383513
1813,qerq,qerqed,V;PST,1.2744757
1814,enpakwe,enpakwed,V;PST,0.9203408
1815,roiser,roisered,V;PST,0.7293965
1816,fhjf,fhjfd,V;PST,2.1604095
1817,layep,layeped,V;PST,1.3194294
1818,fett,fetted,V;PST,0.70718545
1819,hohpen,hohpened,V;PST,1.2298625
1820,enbguse,enbgused,V;PST,1.2685492
1821,mifcyr,mifcyred,V;PST,1.7101207
1822,sxnl,sxnled,V;PST,1.0791229
1823,ldkel,ldkeled,V;PST,1.3110379
1824,niate,niated,V;PST,0.69502467
1825,nptife,nptifed,V;PST,1.4370854
1826,figure,figured,V;PST,0.77006847
1827,inxereat,inxereated,V;PST,1.032745
1828,doo,dooed,V;PST,0.72042567
1829,lvsw,lvswed,V;PST,2.5212672
1830,wuho,wuho,V;PST,1.7348427
1831,bdie,bdied,V;PST,0.89623195
1832,stmyc,stmyced,V;PST,2.2499552
1833,noscs,noscsed,V;PST,0.9326933
1834,asm,asmed,V;PST,0.74333817
1835,durt,durt,V;PST,1.0246071
1836,kharv,kharvd,V;PST,1.6188881
1837,vei,vei,V;PST,1.5625186
1838,dduff,dduffed,V;PST,1.0977454
1839,lfdp,lfdpped,V;PST,2.3194907
1840,bose,bost,V;PST,1.922623
1841,step,stepped,V;PST,0.8094157
1842,zptm,zptmed,V;PST,1.382269
1843,recell,recelled,V;PST,0.7391403
1844,roose,roosed,V;PST,0.7608801
1845,uydvrctand,uydvrctood,V;PST,2.3448324
1846,pwop,pwopped,V;PST,0.81612796
1847,wtgew,wtgewed,V;PST,0.8992001
1848,frighten,frightened,V;PST,0.9534956
1849,walp,walped,V;PST,0.7164753
1850,heave,heaved,V;PST,0.7141075
1851,sdet,sdeted,V;PST,0.90743214
1852,besq,besqed,V;PST,0.7904995
1853,cvoose,cvose,V;PST,2.7750466
1854,sayp,saypped,V;PST,0.9471495
1855,rywojnsze,rywojnszed,V;PST,2.5668993
1856,mgsa,mgsaed,V;PST,2.745397
1857,pauyt,pauyted,V;PST,1.034049
1858,play,played,V;PST,0.7481913
1859,surtound,surtounded,V;PST,0.83724266
1860,pzop,pzopped,V;PST,1.1733189
1861,wgsh,wgshed,V;PST,0.9144935
1862,shue,shue,V;PST,1.8574785
1863,shwj,shwjed,V;PST,1.6153704
1864,lxugo,lxugoed,V;PST,2.3477306
1865,bern,berned,V;PST,0.7676924
1866,suqkfpne,suqkfpned,V;PST,2.4114125
1867,kndbk,kndbked,V;PST,2.556968
1868,sliw,sliwped,V;PST,1.526619
1869,reach,reached,V;PST,0.69654393
1870,dllow,dllowed,V;PST,0.9926055
1871,mreao,mreaoed,V;PST,1.1704272
1872,ueaz,ueazt,V;PST,2.3324935
1873,sjzaiuxtcn,sjzaiuxtcned,V;PST,2.3019588
1874,turn,turned,V;PST,0.7030736
1875,hdhbpe,hdhbped,V;PST,2.412574
1876,faf,faf,V;PST,1.2328287
1877,msnt,msnted,V;PST,2.4466665
1878,advress,advressed,V;PST,0.7570051
1879,excite,excited,V;PST,0.70652777
1880,rudn,rudned,V;PST,1.6047505
1881,wjebm,wjebmed,V;PST,1.073473
1882,fsal,fsalped,V;PST,1.3042905
1883,cllks,cllksed,V;PST,1.5993638
1884,becin,becan,V;PST,1.1389648
1885,spoir,spoired,V;PST,0.7401134
1886,learn,learned,V;PST,0.70992845
1887,bayg,bayged,V;PST,0.7751557
1888,qoan,qoaned,V;PST,1.6085576
1889,cojxswte,cojxswted,V;PST,2.0742202
1890,blast,blasted,V;PST,0.69360566
1891,mioqd,mioqded,V;PST,1.7930896
1892,caiu,caiud,V;PST,1.3060817
1893,coint,cointed,V;PST,0.69579387
1894,smwfeh,smwfehed,V;PST,1.3651032
1895,vjbie,vjbied,V;PST,0.9343881
1896,brpxv,brpxved,V;PST,2.4305687
1897,wave,waved,V;PST,0.69951415
1898,decive,decived,V;PST,0.71128005
1899,rfnge,rfnged,V;PST,1.7998354
1900,omiyp,omiypd,V;PST,1.8378944
1901,sowpre,sowpred,V;PST,1.1161582
1902,injtre,injtred,V;PST,2.3393464
1903,sqkash,sqkashed,V;PST,1.7885909
1904,fomy,fomyed,V;PST,1.2389581
1905,ippozporyte,ippozporyted,V;PST,1.4737537
1906,mail,mailed,V;PST,1.2500079
1907,deftroy,deftroyed,V;PST,1.4206177
1908,scrmwm,scrmwmed,V;PST,1.0889406
1909,geow,geowed,V;PST,0.9297638
1910,watbh,watbhed,V;PST,0.9535317
1911,catqiwe,catqiwed,V;PST,1.076738
1912,cool,cooled,V;PST,0.8019096
1913,shsve,shsved,V;PST,1.331899
1914,iikd,iikded,V;PST,0.7411007
1915,sfcx,sfcxed,V;PST,1.891414
1916,mleep,mlept,V;PST,1.9593687
1917,mcort,mcorted,V;PST,1.7843537
1918,fart,farted,V;PST,0.7144841
1919,wleh,wlehed,V;PST,0.77469397
1920,tadioo,tadiooed,V;PST,0.76555943
1921,prncnnd,prncnnded,V;PST,1.4477066
1922,bfwe,bfwed,V;PST,1.030708
1923,placy,placyd,V;PST,1.7329569
1924,troot,trot,V;PST,2.988297
1925,swqc,swqced,V;PST,1.5981361
1926,mayl,mayled,V;PST,1.2556039
1927,druinn,druinned,V;PST,0.9163967
1928,wyivp,wyivpd,V;PST,2.2081974
1929,vube,vubed,V;PST,0.7928677
1930,xhufh,xhufhed,V;PST,1.014722
1931,xop,xopped,V;PST,1.0084049
1932,csnclkde,csnclkded,V;PST,1.119687
1933,hand,handed,V;PST,0.68458617
1934,arbrst,arbrsted,V;PST,1.4641749
1935,fricg,fricged,V;PST,0.7722905
1936,sdrounge,sdrounged,V;PST,0.7703702
1937,reqlile,reqliled,V;PST,1.0592417
1938,bsry,bsried,V;PST,0.9404344
1939,grie,grieped,V;PST,1.5551469
1940,clobbgr,clobbgred,V;PST,1.108614
1941,swbllow,swbllowed,V;PST,1.2835468
1942,ayalteraze,ayalterazed,V;PST,1.468012
1943,punibh,punibhed,V;PST,1.0710092
1944,cgusj,cgusjd,V;PST,2.06133
1945,smzps,smzpsd,V;PST,2.5788443
1946,rdlresrct,rdlresrcted,V;PST,2.272991
1947,wgnd,wgnded,V;PST,0.8950048
1948,hapy,hapied,V;PST,0.91153014
1949,dide,dideed,V;PST,1.7488134
1950,maxabe,maxabed,V;PST,1.0979195
1951,wwish,wwished,V;PST,1.0337305
1952,irm,irmed,V;PST,1.2690727
1953,iurytate,iurytated,V;PST,1.2345657
1954,lptter,lpttered,V;PST,1.3870701
1955,crfmate,crfmated,V;PST,1.3872819
1956,cenvqr,cenvqred,V;PST,1.4852666
1957,ahhwoe,ahhwoed,V;PST,1.7772144
1958,kfar,kfared,V;PST,1.3012577
1959,kxlc,kxlced,V;PST,2.5708828
1960,snall,snalled,V;PST,0.70208454
1961,hog,hoged,V;PST,1.5698184
1962,dqdohr,dqdohred,V;PST,1.8637968
1963,sleuk,sleuked,V;PST,0.90154964
1964,peugh,peughed,V;PST,0.9046774
1965,cogmect,cogmected,V;PST,0.730035
1966,scrrtfh,scrrtfhed,V;PST,1.3109627
1967,rqetve,rqetved,V;PST,1.2293293
1968,fwgu,fwgud,V;PST,1.6047605
1969,qcfow,qcfowed,V;PST,2.1198583
1970,escape,escaped,V;PST,0.7094351
1971,compliuaoe,compliuaoed,V;PST,1.3278704
1972,ighfodt,ighfodted,V;PST,1.3397933
1973,beitig,beitiged,V;PST,0.77757263
1974,wunksr,wunksred,V;PST,1.1635362
1975,reyyhye,reyyhyed,V;PST,2.5730407
1976,xrkss,xrkssed,V;PST,1.5807748
1977,ppqg,ppqged,V;PST,1.4867481
1978,aiverrike,aiverriked,V;PST,1.6744752
1979,cfnsult,cfnsulted,V;PST,1.2245235
1980,xdij,xdijed,V;PST,2.1043243
1981,gerd,gerded,V;PST,0.8170385
1982,gdrib,gdribbed,V;PST,1.132473
1983,pqdg,pqdgged,V;PST,2.3995535
1984,collawse,collawsed,V;PST,1.0089519
1985,qfne,qfned,V;PST,2.2860377
1986,blbck,blbcked,V;PST,1.1926636
1987,hognt,hognted,V;PST,0.73018897
1988,bfzer,bfzered,V;PST,1.3395878
1989,attick,atticked,V;PST,0.69764084
1990,fauytur,fauytured,V;PST,1.4080124
1991,tasje,tasjed,V;PST,0.97218984
1992,boiwp,boiwped,V;PST,1.5655643
1993,shurton,shurtoned,V;PST,0.8736251
1994,crjich,crjiched,V;PST,1.0171641
1995,foajt,foajted,V;PST,0.85091794
1996,propbl,propblled,V;PST,1.2291526
1997,emwlain,emwlained,V;PST,1.1531931
1998,suppmst,suppmsted,V;PST,1.2555709
1999,avrve,avrved,V;PST,0.79132193
2000,xee,xeed,V;PST,1.2114389
2001,sbqute,sbquted,V;PST,0.8841263
2002,fosqow,fosqowed,V;PST,1.0593592
2003,tty,ttyed,V;PST,0.94095105
2004,charpe,charped,V;PST,0.7227161
2005,striue,striued,V;PST,0.79147875
2006,dirtrdct,dirtrdcted,V;PST,1.3225783
2007,llcbid,llcbade,V;PST,2.8587308
2008,tkcwspott,tkcwspotted,V;PST,1.8677851
2009,iiwcl,iiwcld,V;PST,1.9420065
2010,lfll,lflled,V;PST,1.3912507
2011,cpeaf,cpeafed,V;PST,1.0433927
2012,hlpwotije,hlpwotijed,V;PST,1.3611603
2013,collide,collided,V;PST,0.7233115
2014,gpliz,gpliz,V;PST,1.8911046
2015,sxitjh,sxitjhed,V;PST,1.4773722
2016,mukhpdum,mukhpdumed,V;PST,2.4964588
2017,geevxaniye,geevxaniyed,V;PST,1.9629445
2018,pllee,plleed,V;PST,1.0954074
2019,fhast,fhastd,V;PST,1.5858053
2020,gjjsle,gjjsled,V;PST,2.309238
2021,revnr,revnred,V;PST,0.94106245
2022,bgfte,bgfted,V;PST,1.227316
2023,meftion,meftioned,V;PST,0.84897316
2024,hdtd,hdtded,V;PST,1.3704739
2025,sqelv,sqelved,V;PST,0.9648129
2026,capiiyuje,capiiyujed,V;PST,1.5480157
2027,zusi,zusied,V;PST,0.7708179
2028,egfounage,egfounaged,V;PST,1.429228
2029,parcbl,parcbled,V;PST,0.8421391
2030,wgtx,wgtxd,V;PST,2.4130015
2031,dcag,dcagged,V;PST,1.1607088
2032,famjiqn,famjiqned,V;PST,1.3520088
2033,heal,healed,V;PST,0.7411176
2034,duch,duched,V;PST,0.834155
2035,jmrk,jmrked,V;PST,1.6571325
2036,atramue,atramued,V;PST,1.4273942
2037,cuxzv,cuxzved,V;PST,1.3089877
2038,tcbcbr,tcbcbred,V;PST,1.4293517
2039,figyt,fougyt,V;PST,2.898398
2040,yct,ycted,V;PST,0.76088625
2041,tkypd,tkypded,V;PST,1.3688151
2042,botu,botud,V;PST,1.3435278
2043,chsck,chscked,V;PST,1.0755165
2044,purler,purlered,V;PST,0.8215113
2045,bupt,bupted,V;PST,0.70104665
2046,resc,resced,V;PST,0.7454091
2047,rpiy,rpiyed,V;PST,0.95991886
2048,salt,salted,V;PST,0.6907353
2049,brzfzr,brzfzrred,V;PST,2.2406619
2050,niwpe,niwped,V;PST,1.0068065
2051,ajce,ajced,V;PST,1.1082995
2052,sdnby,sdnbyed,V;PST,2.5947015
2053,rettre,rettred,V;PST,1.3010595
2054,toox,tooxed,V;PST,0.9863111
2055,rbcall,rbcalled,V;PST,1.1160407
2056,sqieak,sqieaked,V;PST,1.6154273
2057,skgat,skgated,V;PST,0.80986524
2058,manvle,manvled,V;PST,1.2429199
2059,invukaqee,invukaqeed,V;PST,1.7520827
2060,ipeq,ipeqed,V;PST,1.3690014
2061,hedp,hedpt,V;PST,2.149821
2062,eafeyt,eafeyted,V;PST,1.159604
2063,ujnz,ujnzd,V;PST,1.9649153
2064,scaqssr,scaqssred,V;PST,1.1530899
2065,spakt,spakted,V;PST,0.73786795
2066,stgtllh,stgtllhed,V;PST,1.3862153
2067,russ,russed,V;PST,0.70259607
2068,taxm,taxmed,V;PST,0.8445925
2069,cwnvnrt,cwnvnrted,V;PST,1.8548771
2070,advqice,advqiced,V;PST,1.0306304
2071,wouble,woubled,V;PST,0.99873745
2072,drehch,drehched,V;PST,0.7724711
2073,duwt,duwted,V;PST,0.94756144
2074,scrase,scrased,V;PST,0.7123614
2075,smust,smusted,V;PST,0.70499337
2076,rgdece,rgdeced,V;PST,1.1152638
2077,soyhss,soyhssed,V;PST,1.9266425
2078,trade,traded,V;PST,0.81649387
2079,sweep,swept,V;PST,0.7662603
2080,mist,misted,V;PST,0.7681784
2081,box,boxed,V;PST,1.1073531
2082,mgynle,mgynled,V;PST,2.5137625
2083,tlip,tlipped,V;PST,0.7102896
2084,enjof,enjofed,V;PST,0.9252631
2085,snuggle,snuggled,V;PST,0.73087716
2086,loasf,loasfed,V;PST,0.72893584
2087,vznbxre,vznbxred,V;PST,1.5664363
2088,abit,abitted,V;PST,0.9961946
2089,iifect,iifected,V;PST,1.1179798
2090,couphwfn,couphwfned,V;PST,2.0583982
2091,guire,guireed,V;PST,1.3430154
2092,wift,wifted,V;PST,0.7366709
2093,wzxld,wzxlded,V;PST,1.4617206
2094,adoru,adorud,V;PST,2.5849164
2095,poyb,poybed,V;PST,0.8489953
2096,igtsbd,igtsbded,V;PST,1.496798
2097,tophle,tophled,V;PST,0.74763066
2098,snuenle,snuenled,V;PST,1.374536
2099,teclbrjze,teclbrjzed,V;PST,1.4863842
2100,gaegle,gaegled,V;PST,0.9396013
2101,wdbr,wdbred,V;PST,2.2742217
2102,cgamp,cgamped,V;PST,0.72957265
2103,vdrdtlize,vdrdtlized,V;PST,1.9283322
2104,rldeqe,rldeqed,V;PST,2.2677844
2105,curp,curped,V;PST,1.1598113
2106,iurfv,iurfvped,V;PST,1.5655715
2107,clacf,clacfed,V;PST,0.765029
2108,royet,royeted,V;PST,0.874116
2109,rhmmege,rhmmeged,V;PST,1.712529
2110,jufy,jufyed,V;PST,1.4879762
2111,plixxn,plixxned,V;PST,1.6118693
2112,parachkne,parachkned,V;PST,1.6376309
2113,lank,lanked,V;PST,0.69407165
2114,ssref,ssrefed,V;PST,1.3684007
2115,snrlke,snrlked,V;PST,1.2725127
2116,reudwve,reudwved,V;PST,1.3754289
2117,fbcld,fbclded,V;PST,1.768031
2118,plkish,plkished,V;PST,0.7748792
2119,wkgwle,wkgwled,V;PST,1.6072917
2120,hgpe,hgped,V;PST,1.8830996
2121,varluh,varluhed,V;PST,0.88226193
2122,uzunw,uzunwed,V;PST,1.4919324
2123,mazth,mazthed,V;PST,1.2841184
2124,triacform,triacformed,V;PST,1.4156986
2125,wtztsh,wtztshed,V;PST,0.9352896
2126,dowm,dowmed,V;PST,0.7171666
2127,pacj,pacjed,V;PST,0.79866666
2128,shvqie,shvqied,V;PST,1.8421329
2129,tmjr,tmjred,V;PST,2.1593919
2130,hapi,hapied,V;PST,0.70473486
2131,ceah,ceahed,V;PST,0.73586494
2132,pbwtg,pbwtged,V;PST,1.3993615
2133,retudat,retudated,V;PST,1.1469496
2134,devfse,devfsed,V;PST,1.128891
2135,exqaust,exqausted,V;PST,0.9662941
2136,gqggke,gqggked,V;PST,1.7165139
2137,sblash,sblashed,V;PST,0.7183316
2138,soat,soated,V;PST,0.69559747
2139,inthggue,inthggued,V;PST,1.8537076
2140,fcjp,fcjpped,V;PST,1.3473445
2141,vyap,vyapped,V;PST,1.0583254
2142,svalk,svalked,V;PST,0.79228294
2143,xisb,xisbed,V;PST,1.0869709
2144,vwlty,vwltied,V;PST,1.3069971
2145,ernsh,ernshed,V;PST,0.85506636
2146,kusy,kusied,V;PST,1.0236235
2147,boiwle,boiwled,V;PST,0.8211104
2148,sqghme,sqghmed,V;PST,2.1507587
2149,raztgn,raztgned,V;PST,1.1836483
2150,foo,fooed,V;PST,0.70429355
2151,fuaqle,fuaqled,V;PST,1.026121
2152,improve,improved,V;PST,0.7116976
2153,sguiggle,sguiggled,V;PST,0.79253733
2154,wwuia,wwuiaed,V;PST,1.9784676
2155,iaqwn,iaqwned,V;PST,1.5281901
2156,eeprrss,eeprrssed,V;PST,1.5133666
2157,nohu,nohued,V;PST,0.9318056
2158,sniee,snieeed,V;PST,1.7125092
2159,ldnk,ldnked,V;PST,1.9487613
2160,wast,wasted,V;PST,0.6920702
2161,saditzl,saditzled,V;PST,1.2463785
2162,doenvoad,doenvoaded,V;PST,1.5569476
2163,tjmdify,tjmdified,V;PST,1.2604903
2164,sbatch,sbatched,V;PST,0.7270535
2165,bqrst,bqrst,V;PST,2.169491
2166,bavnige,bavniged,V;PST,0.85614055
2167,mlraon,mlraoned,V;PST,3.1275272
2168,szxthapt,szxthapted,V;PST,1.3238276
2169,zutek,zuteked,V;PST,0.9124748
2170,trvsh,trvshed,V;PST,2.04398
2171,pah,pahned,V;PST,1.5926974
2172,beuvmond,beuvmonded,V;PST,1.4046478
2173,gaccie,gaccied,V;PST,1.144034
2174,xendy,xendied,V;PST,1.0891254
2175,adm,admed,V;PST,1.1063251
2176,xthel,xtheled,V;PST,1.0175134
2177,hiqro,hiqroed,V;PST,1.4610679
2178,mizrochtne,mizrochtned,V;PST,1.7651366
2179,psnymure,psnymured,V;PST,1.2832031
2180,ndcd,ndct,V;PST,3.131107
2181,tulck,tulcked,V;PST,0.7628125
2182,pniqde,pniqded,V;PST,1.2003459
2183,septxsiqe,septxsiqed,V;PST,1.4488268
2184,dicsnafe,dicsnafed,V;PST,1.2136761
2185,zrown,zrowned,V;PST,0.9596206
2186,emqrae,emqraed,V;PST,1.9828473
2187,clvig,clviged,V;PST,1.5394298
2188,thmkuven,thmkuvened,V;PST,1.8674405
2189,ilbusjrcpe,ilbusjrcped,V;PST,2.7603912
2190,phakt,phakted,V;PST,0.7307674
2191,sahlnr,sahlnred,V;PST,1.6782584
2192,vvfoh,vvfohed,V;PST,1.9807527
2193,ymknr,ymknrd,V;PST,2.1591094
2194,roqetge,roqetged,V;PST,1.1272969
2195,dhve,dhved,V;PST,1.5620513
2196,bvii,bviied,V;PST,1.8405725
2197,glug,glugged,V;PST,0.68884754
2198,prytdct,prytdcted,V;PST,1.6772026
2199,reczyjr,reczyjred,V;PST,1.5685518
2200,citrtnr,citrtnred,V;PST,1.0001328
2201,ordek,ordeked,V;PST,0.9456135
2202,bwrrcw,bwrrcwed,V;PST,1.4849895
2203,lbfin,lbfined,V;PST,1.2051802
2204,paf,pafed,V;PST,1.3881083
2205,cancel,canceled,V;PST,0.7078001
2206,ilflklnfe,ilflklnfed,V;PST,2.2831213
2207,fkvd,fkvdd,V;PST,1.9809324
2208,ylikk,ylikked,V;PST,1.0395819
2209,pgkitcsn,pgkitcsned,V;PST,2.0084126
2210,styue,styued,V;PST,1.5053694
2211,fqut,fqutted,V;PST,0.81569093
2212,ljic,ljiced,V;PST,1.0442472
2213,pjugent,pjugented,V;PST,1.58228
2214,fgmp,fgmped,V;PST,1.0522468
2215,dcipvle,dcipvled,V;PST,1.4421315
2216,opmb,opmbed,V;PST,1.0617782
2217,cbzprstyzd,cbzprstyzded,V;PST,1.2327595
2218,psufe,psufed,V;PST,1.026985
2219,siativn,siativned,V;PST,1.0814787
2220,swijyl,swijyled,V;PST,1.221067
2221,budtom,budtomed,V;PST,0.7813781
2222,wrvwl,wrvwled,V;PST,0.7844993
2223,praeiice,praeiiced,V;PST,1.4078912
2224,ojcsr,ojcsrred,V;PST,1.8364396
2225,hhop,hhopped,V;PST,1.0101323
2226,grezt,grezted,V;PST,0.91297215
2227,dmlaz,dmlazed,V;PST,1.8323851
2228,caamp,caamped,V;PST,0.75044537
2229,sekcent,sekcented,V;PST,0.7806842
