,src,tgt,tag,length,loss
0,fpvure,fpvured,V;PST,8,7.9439297
1996,propbl,propblled,V;PST,10,12.291526
1997,emwlain,emwlained,V;PST,10,11.531931
1998,suppmst,suppmsted,V;PST,10,12.555709
1999,avrve,avrved,V;PST,7,5.5392537
2000,xee,xeed,V;PST,5,6.0571947
2001,sbqute,sbquted,V;PST,8,7.0730104
2002,fosqow,fosqowed,V;PST,9,9.534233
2003,tty,ttyed,V;PST,6,5.645706
2004,charpe,charped,V;PST,8,5.7817287
2005,striue,striued,V;PST,8,6.33183
2006,dirtrdct,dirtrdcted,V;PST,11,14.548362
2007,llcbid,llcbade,V;PST,8,22.869846
2008,tkcwspott,tkcwspotted,V;PST,12,22.413422
2009,iiwcl,iiwcld,V;PST,7,13.594046
2010,lfll,lflled,V;PST,7,9.738755
2011,cpeaf,cpeafed,V;PST,8,8.347141
2012,hlpwotije,hlpwotijed,V;PST,11,14.972763
2013,collide,collided,V;PST,9,6.5098033
2014,gpliz,gpliz,V;PST,6,11.346627
2015,sxitjh,sxitjhed,V;PST,9,13.29635
2016,mukhpdum,mukhpdumed,V;PST,11,27.461046
2017,geevxaniye,geevxaniyed,V;PST,12,23.555334
2018,pllee,plleed,V;PST,7,7.667852
2019,fhast,fhastd,V;PST,7,11.100637
2020,gjjsle,gjjsled,V;PST,8,18.473904
2021,revnr,revnred,V;PST,8,7.5284996
2022,bgfte,bgfted,V;PST,7,8.591212
2023,meftion,meftioned,V;PST,10,8.489732
2024,hdtd,hdtded,V;PST,7,9.593317
2025,sqelv,sqelved,V;PST,8,7.718503
2026,capiiyuje,capiiyujed,V;PST,11,17.028173
2027,zusi,zusied,V;PST,7,5.3957253
2028,egfounage,egfounaged,V;PST,11,15.721508
2029,parcbl,parcbled,V;PST,9,7.5792522
2030,wgtx,wgtxd,V;PST,6,14.478009
2031,dcag,dcagged,V;PST,8,9.28567
2032,famjiqn,famjiqned,V;PST,10,13.520088
2033,heal,healed,V;PST,7,5.1878233
2034,duch,duched,V;PST,7,5.839085
2035,jmrk,jmrked,V;PST,7,11.599928
2036,atramue,atramued,V;PST,9,12.846547
2037,cuxzv,cuxzved,V;PST,8,10.471902
2038,tcbcbr,tcbcbred,V;PST,9,12.864165
2039,figyt,fougyt,V;PST,7,20.288786
2040,yct,ycted,V;PST,6,4.5653176
2041,tkypd,tkypded,V;PST,8,10.9505205
2042,botu,botud,V;PST,6,8.061167
2043,chsck,chscked,V;PST,8,8.604132
2044,purler,purlered,V;PST,9,7.393602
2045,bupt,bupted,V;PST,7,4.9073267
2046,resc,resced,V;PST,7,5.2178636
2047,rpiy,rpiyed,V;PST,7,6.719432
2048,salt,salted,V;PST,7,4.835147
2049,brzfzr,brzfzrred,V;PST,10,22.406618
2050,niwpe,niwped,V;PST,7,7.047645
2051,ajce,ajced,V;PST,6,6.649797
2052,sdnby,sdnbyed,V;PST,8,20.757612
2053,rettre,rettred,V;PST,8,10.408476
2054,toox,tooxed,V;PST,7,6.9041777
2055,rbcall,rbcalled,V;PST,9,10.044367
2056,sqieak,sqieaked,V;PST,9,14.538845
2057,skgat,skgated,V;PST,8,6.478922
2058,manvle,manvled,V;PST,8,9.943359
2059,invukaqee,invukaqeed,V;PST,11,19.27291
2060,ipeq,ipeqed,V;PST,7,9.58301
2061,hedp,hedpt,V;PST,6,12.898927
2062,eafeyt,eafeyted,V;PST,9,10.436436
2063,ujnz,ujnzd,V;PST,6,11.789492
2064,scaqssr,scaqssred,V;PST,10,11.530899
2065,spakt,spakted,V;PST,8,5.9029436
2066,stgtllh,stgtllhed,V;PST,10,13.862153
2067,russ,russed,V;PST,7,4.9181724
2068,taxm,taxmed,V;PST,7,5.9121475
2069,cwnvnrt,cwnvnrted,V;PST,10,18.54877
2070,advqice,advqiced,V;PST,9,9.275673
2071,wouble,woubled,V;PST,8,7.9898996
2072,drehch,drehched,V;PST,9,6.9522395
2073,duwt,duwted,V;PST,7,6.6329303
2074,scrase,scrased,V;PST,8,5.698891
2075,smust,smusted,V;PST,8,5.639947
2076,rgdece,rgdeced,V;PST,8,8.922111
2077,soyhss,soyhssed,V;PST,9,17.339783
2078,trade,traded,V;PST,7,5.715457
2079,sweep,swept,V;PST,6,4.597562
2080,mist,misted,V;PST,7,5.377249
2081,box,boxed,V;PST,6,6.6441183
2082,mgynle,mgynled,V;PST,8,20.1101
2083,tlip,tlipped,V;PST,8,5.682317
2084,enjof,enjofed,V;PST,8,7.402105
2085,snuggle,snuggled,V;PST,9,6.5778947
2086,loasf,loasfed,V;PST,8,5.8314867
2087,vznbxre,vznbxred,V;PST,9,14.097926
2088,abit,abitted,V;PST,8,7.969557
2089,iifect,iifected,V;PST,9,10.061818
2090,couphwfn,couphwfned,V;PST,11,22.642382
2091,guire,guireed,V;PST,8,10.744123
2092,wift,wifted,V;PST,7,5.1566963
2093,wzxld,wzxlded,V;PST,8,11.693765
2094,adoru,adorud,V;PST,7,18.094414
2095,poyb,poybed,V;PST,7,5.9429674
2096,igtsbd,igtsbded,V;PST,9,13.471183
2097,tophle,tophled,V;PST,8,5.9810452
2098,snuenle,snuenled,V;PST,9,12.370824
2099,teclbrjze,teclbrjzed,V;PST,11,16.350225
2100,gaegle,gaegled,V;PST,8,7.5168104
2101,wdbr,wdbred,V;PST,7,15.919551
2102,cgamp,cgamped,V;PST,8,5.836581
2103,vdrdtlize,vdrdtlized,V;PST,11,21.211655
2104,rldeqe,rldeqed,V;PST,8,18.142275
2105,curp,curped,V;PST,7,8.118679
2106,iurfv,iurfvped,V;PST,9,14.090144
2107,clacf,clacfed,V;PST,8,6.120232
2108,royet,royeted,V;PST,8,6.992928
2109,rhmmege,rhmmeged,V;PST,9,15.412761
2110,jufy,jufyed,V;PST,7,10.415833
2111,plixxn,plixxned,V;PST,9,14.506824
2112,parachkne,parachkned,V;PST,11,18.01394
2113,lank,lanked,V;PST,7,4.8585014
2114,ssref,ssrefed,V;PST,8,10.947206
2115,snrlke,snrlked,V;PST,8,10.180101
2116,reudwve,reudwved,V;PST,9,12.37886
2117,fbcld,fbclded,V;PST,8,14.144248
2118,plkish,plkished,V;PST,9,6.973913
2119,wkgwle,wkgwled,V;PST,8,12.858334
2120,hgpe,hgped,V;PST,6,11.298597
2121,varluh,varluhed,V;PST,9,7.940357
2122,uzunw,uzunwed,V;PST,8,11.935459
2123,mazth,mazthed,V;PST,8,10.272947
2124,triacform,triacformed,V;PST,12,16.988384
2125,wtztsh,wtztshed,V;PST,9,8.417606
2126,dowm,dowmed,V;PST,7,5.0201664
2127,pacj,pacjed,V;PST,7,5.590667
2128,shvqie,shvqied,V;PST,8,14.737063
2129,tmjr,tmjred,V;PST,7,15.115743
2130,hapi,hapied,V;PST,7,4.933144
2131,ceah,ceahed,V;PST,7,5.1510544
2132,pbwtg,pbwtged,V;PST,8,11.194892
2133,retudat,retudated,V;PST,10,11.469497
2134,devfse,devfsed,V;PST,8,9.031128
2135,exqaust,exqausted,V;PST,10,9.662941
2136,gqggke,gqggked,V;PST,8,13.732111
2137,sblash,sblashed,V;PST,9,6.464984
2138,soat,soated,V;PST,7,4.869182
2139,inthggue,inthggued,V;PST,10,18.537075
2140,fcjp,fcjpped,V;PST,8,10.778756
2141,vyap,vyapped,V;PST,8,8.466603
2142,svalk,svalked,V;PST,8,6.3382635
2143,xisb,xisbed,V;PST,7,7.6087966
2144,vwlty,vwltied,V;PST,8,10.4559765
2145,ernsh,ernshed,V;PST,8,6.840531
2146,kusy,kusied,V;PST,7,7.1653643
2147,boiwle,boiwled,V;PST,8,6.5688834
2148,sqghme,sqghmed,V;PST,8,17.20607
2149,raztgn,raztgned,V;PST,9,10.652835
2150,foo,fooed,V;PST,6,4.2257614
2151,fuaqle,fuaqled,V;PST,8,8.208968
2152,improve,improved,V;PST,9,6.405278
2153,sguiggle,sguiggled,V;PST,10,7.925373
2154,wwuia,wwuiaed,V;PST,8,15.827741
2155,iaqwn,iaqwned,V;PST,8,12.225521
2156,eeprrss,eeprrssed,V;PST,10,15.133666
2157,nohu,nohued,V;PST,7,6.5226393
2158,sniee,snieeed,V;PST,8,13.700073
2159,ldnk,ldnked,V;PST,7,13.64133
2160,wast,wasted,V;PST,7,4.8444915
2161,saditzl,saditzled,V;PST,10,12.463785
2162,doenvoad,doenvoaded,V;PST,11,17.126423
2163,tjmdify,tjmdified,V;PST,10,12.604903
2164,sbatch,sbatched,V;PST,9,6.543482
2165,bqrst,bqrst,V;PST,6,13.016947
2166,bavnige,bavniged,V;PST,9,7.705265
2167,mlraon,mlraoned,V;PST,9,28.147745
2168,szxthapt,szxthapted,V;PST,11,14.562104
2169,zutek,zuteked,V;PST,8,7.2997985
2170,trvsh,trvshed,V;PST,8,16.35184
2171,pah,pahned,V;PST,7,11.148882
2172,beuvmond,beuvmonded,V;PST,11,15.451126
2173,gaccie,gaccied,V;PST,8,9.152272
2174,xendy,xendied,V;PST,8,8.713003
2175,adm,admed,V;PST,6,6.637951
2176,xthel,xtheled,V;PST,8,8.140107
2177,hiqro,hiqroed,V;PST,8,11.688543
2178,mizrochtne,mizrochtned,V;PST,12,21.181639
2179,psnymure,psnymured,V;PST,10,12.832031
2180,ndcd,ndct,V;PST,5,15.655536
2181,tulck,tulcked,V;PST,8,6.1025
2182,pniqde,pniqded,V;PST,8,9.602767
2183,septxsiqe,septxsiqed,V;PST,11,15.937095
2184,dicsnafe,dicsnafed,V;PST,10,12.136761
2185,zrown,zrowned,V;PST,8,7.6769648
2186,emqrae,emqraed,V;PST,8,15.862779
2187,clvig,clviged,V;PST,8,12.315438
2188,thmkuven,thmkuvened,V;PST,11,20.541845
2189,ilbusjrcpe,ilbusjrcped,V;PST,12,33.124695
2190,phakt,phakted,V;PST,8,5.8461394
2191,sahlnr,sahlnred,V;PST,9,15.104326
2192,vvfoh,vvfohed,V;PST,8,15.846022
2193,ymknr,ymknrd,V;PST,7,15.113765
2194,roqetge,roqetged,V;PST,9,10.145672
2195,dhve,dhved,V;PST,6,9.372308
2196,bvii,bviied,V;PST,7,12.884007
2197,glug,glugged,V;PST,8,5.5107803
2198,prytdct,prytdcted,V;PST,10,16.772026
2199,reczyjr,reczyjred,V;PST,10,15.685517
2200,citrtnr,citrtnred,V;PST,10,10.0013275
2201,ordek,ordeked,V;PST,8,7.564908
2202,bwrrcw,bwrrcwed,V;PST,9,13.364905
2203,lbfin,lbfined,V;PST,8,9.641441
2204,paf,pafed,V;PST,6,8.3286495
2205,cancel,canceled,V;PST,9,6.3702006
2206,ilflklnfe,ilflklnfed,V;PST,11,25.114334
2207,fkvd,fkvdd,V;PST,6,11.885594
2208,ylikk,ylikked,V;PST,8,8.316655
2209,pgkitcsn,pgkitcsned,V;PST,11,22.092539
2210,styue,styued,V;PST,7,10.537586
2211,fqut,fqutted,V;PST,8,6.5255275
2212,ljic,ljiced,V;PST,7,7.30973
2213,pjugent,pjugented,V;PST,10,15.822801
2214,fgmp,fgmped,V;PST,7,7.365728
2215,dcipvle,dcipvled,V;PST,9,12.979183
2216,opmb,opmbed,V;PST,7,7.432447
2217,cbzprstyzd,cbzprstyzded,V;PST,13,16.025873
2218,psufe,psufed,V;PST,7,7.1888957
2219,siativn,siativned,V;PST,10,10.814787
2220,swijyl,swijyled,V;PST,9,10.989603
2221,budtom,budtomed,V;PST,9,7.032403
2222,wrvwl,wrvwled,V;PST,8,6.2759943
2223,praeiice,praeiiced,V;PST,10,14.078912
2224,ojcsr,ojcsrred,V;PST,9,16.527956
2225,hhop,hhopped,V;PST,8,8.0810585
2226,grezt,grezted,V;PST,8,7.303777
2227,dmlaz,dmlazed,V;PST,8,14.6590805
2228,caamp,caamped,V;PST,8,6.003563
2229,sekcent,sekcented,V;PST,10,7.806842
2230,baoyaom,baoyaomed,V;PST,10,12.564321
2231,mvecm,mvecmd,V;PST,7,20.060337
2232,obcamvnt,obcamvnted,V;PST,11,24.735851
2233,joan,joaned,V;PST,7,5.1047735
2234,srenten,srentened,V;PST,10,7.1942563
2235,sfqwch,sfqwched,V;PST,9,13.877679
2236,neqtle,neqtled,V;PST,8,12.869714
2237,vmunb,vmunbed,V;PST,8,14.639705
2238,breatue,breatued,V;PST,9,6.597207
2239,disgujb,disgujbed,V;PST,10,10.989593
2240,gigsl,gigsled,V;PST,8,10.04958
2241,ovuhwbelm,ovuhwbelmed,V;PST,12,22.104303
2242,sil,sild,V;PST,5,7.6983113
2243,panjc,panjcked,V;PST,9,9.813663
2244,sqtask,sqtasked,V;PST,9,16.917017
2245,wpvlp,wpvlped,V;PST,8,16.853348
2246,evaluyte,evaluyted,V;PST,10,9.092232
2247,aip,aipned,V;PST,7,10.771371
2248,hibernate,hibernated,V;PST,11,8.623573
2249,czmw,czmwed,V;PST,7,9.773775
2250,litze,litzed,V;PST,7,7.087353
2251,vomk,vomked,V;PST,7,5.9648767
2252,zeat,zeated,V;PST,7,5.204667
2253,muobze,muobzed,V;PST,8,7.48926
2254,hmenb,hmenbed,V;PST,8,15.152959
2255,ktl,ktled,V;PST,6,9.506757
2256,fkwfod,fkwfoded,V;PST,9,13.855282
2257,hnkdpe,hnkdped,V;PST,8,11.17457
2258,sktp,sktpped,V;PST,8,11.664894
2259,relxeve,relxeved,V;PST,9,8.932485
2260,pagcy,pagcied,V;PST,8,5.731157
2261,frzjn,frzjned,V;PST,8,11.627856
2262,cxyfp,cxyfped,V;PST,8,14.812342
2263,feact,feacted,V;PST,8,5.64445
2264,xhnid,xhnided,V;PST,8,10.091839
2265,pream,preamed,V;PST,8,5.7028275
2266,oone,ooneed,V;PST,7,9.653784
2267,googpfy,googpfied,V;PST,10,14.10236
2268,kedu,kedud,V;PST,6,9.5105505
2269,stqr,stqrred,V;PST,8,9.031715
2270,awwbje,awwbjed,V;PST,8,13.764089
2271,iaase,iaased,V;PST,7,5.203494
2272,consylwr,consylwred,V;PST,11,17.761219
2273,clrxfrt,clrxfrted,V;PST,10,21.864594
2274,nlse,nlsed,V;PST,6,13.428748
2275,stkz,stkzed,V;PST,7,10.182163
2276,pllxt,pllxtted,V;PST,9,12.445628
2277,dmfeud,dmfeuded,V;PST,9,14.751435
2278,elvlode,elvloded,V;PST,9,13.221247
2279,qeino,qeinoed,V;PST,8,8.626663
2280,tsgesen,tsgesened,V;PST,10,13.181127
2281,bqazo,bqazoed,V;PST,8,13.351719
2282,pejfzrm,pejfzrmed,V;PST,10,13.3288765
2283,somzhsbukt,somzhsbukted,V;PST,13,26.711126
2284,armor,armored,V;PST,8,6.913399
2285,rlcpnnd,rlcpnnded,V;PST,10,26.89459
2286,discuss,discussed,V;PST,10,9.168898
2287,uary,uaried,V;PST,7,6.572342
2288,ooe,ooed,V;PST,5,3.511485
2289,sluvxy,sluvxyed,V;PST,9,17.439852
2290,cikmbze,cikmbzed,V;PST,9,14.679367
2291,jevvykon,jevvykoned,V;PST,11,24.288216
2292,servzje,servzjed,V;PST,9,11.992682
2293,qope,qoped,V;PST,6,5.5783687
2294,cofmness,cofmnessed,V;PST,11,18.132586
2295,flag,flagged,V;PST,8,5.562112
2296,squcce,squcced,V;PST,8,5.7516313
2297,relmk,relmked,V;PST,8,12.025777
2298,fka,fkaped,V;PST,7,10.915114
2299,omelaae,omelaaed,V;PST,9,9.172901
2300,pahzdge,pahzdged,V;PST,9,13.181091
2301,squoosh,squooshed,V;PST,10,7.4416947
2302,dnad,dnaded,V;PST,7,10.73003
2303,bttc,bttced,V;PST,7,10.187627
2304,strrdk,strrdked,V;PST,9,14.389515
2305,wuln,wulnd,V;PST,6,9.329487
2306,tbemzhe,tbemzhed,V;PST,9,13.609747
2307,cunih,cunihed,V;PST,8,5.968484
2308,pmepufe,pmepufed,V;PST,9,11.660367
2309,teweqhoqe,teweqhoqed,V;PST,11,23.17499
2310,chetnel,chetneled,V;PST,10,9.888392
2311,wrenyh,wrenyhed,V;PST,9,9.350291
2312,trbmtie,trbmtied,V;PST,9,24.744368
2313,retrieve,retrieved,V;PST,10,9.776139
2314,bleaxh,bleaxhed,V;PST,9,7.365508
2315,swram,swrammed,V;PST,9,7.7675138
2316,ruilr,ruilrd,V;PST,7,11.441004
2317,pictwre,pictwred,V;PST,9,11.290117
2318,dkvert,dkverted,V;PST,9,12.891609
2319,coyqtae,coyqtaed,V;PST,9,15.220096
2320,lqhppn,lqhppned,V;PST,9,14.548474
2321,skow,skowed,V;PST,7,5.002829
2322,aeld,aelded,V;PST,7,9.1097555
2323,hmost,hmosted,V;PST,8,15.216753
2324,guzjle,guzjled,V;PST,8,13.319937
2325,deueun,deueuned,V;PST,9,11.283969
2326,guarfnbee,guarfnbeed,V;PST,11,19.37193
2327,plovv,plovvd,V;PST,7,12.337124
2328,walajw,walajwed,V;PST,9,15.502689
2329,mdomet,mdometted,V;PST,10,15.014684
2330,dascixiage,dascixiaged,V;PST,12,23.081549
2331,sejpep,sejpepped,V;PST,10,15.325592
2332,ohpjess,ohpjessed,V;PST,10,15.977479
2333,map,mapped,V;PST,7,8.444305
2334,pihal,pihaled,V;PST,8,6.6721225
2335,dstdle,dstdled,V;PST,8,8.772231
2336,cyshkon,cyshkoned,V;PST,10,16.714409
2337,bjcp,bjcped,V;PST,7,15.185328
2338,rvcg,rvcged,V;PST,7,14.840611
2339,hufvje,hufvjed,V;PST,8,9.298355
2340,nosemlve,nosemlved,V;PST,10,12.208694
2341,dmswl,dmswled,V;PST,8,15.725648
2342,absent,absented,V;PST,9,6.425692
2343,vpdgr,vpdgrd,V;PST,7,12.880658
2344,uiesk,uieskd,V;PST,7,15.53491
2345,altp,altped,V;PST,7,5.819868
2346,snnae,snnaed,V;PST,7,10.218304
2347,waog,waoged,V;PST,7,5.204972
2348,cop,coped,V;PST,6,9.154042
2349,ceem,ceemed,V;PST,7,5.5132656
2350,ntksate,ntksated,V;PST,9,10.354865
2351,gjng,gjngd,V;PST,6,13.757883
2352,lvmq,lvmqed,V;PST,7,16.045162
2353,gird,girded,V;PST,7,6.1158257
2354,clerter,clertered,V;PST,10,7.47889
2355,intqmudawe,intqmudawed,V;PST,12,24.271334
2356,vwpstipn,vwpstipned,V;PST,11,16.169498
2357,rambqe,rambqed,V;PST,8,10.727491
2358,rmsust,rmsusted,V;PST,9,9.094965
2359,eyed,eyed,V;PST,5,9.066061
2360,shnuedmr,shnuedmred,V;PST,11,25.412603
2361,sparch,sparched,V;PST,9,6.337825
2362,iysrxvize,iysrxvized,V;PST,11,17.99335
2363,fhlm,fhlmed,V;PST,7,6.312533
2364,wklclme,wklclmed,V;PST,9,12.851343
2365,perqpfdre,perqpfdred,V;PST,11,23.000912
2366,siczle,siczled,V;PST,8,7.3560133
2367,rdnwer,rdnwered,V;PST,9,17.306139
2368,rotate,rotated,V;PST,8,5.576698
2369,rgient,rgiented,V;PST,9,7.4472184
2370,cxot,cxotted,V;PST,8,8.352924
2371,snreaelqme,snreaelqmed,V;PST,12,18.446903
2372,coazw,coazwed,V;PST,8,9.280983
2373,peger,pegered,V;PST,8,6.1842756
2374,snyp,snypped,V;PST,8,7.5645494
2375,mvrket,mvrketed,V;PST,9,12.991377
2376,lcia,lciaped,V;PST,8,10.158525
2377,zmwl,zmwled,V;PST,7,9.3053465
2378,exvrihse,exvrihsed,V;PST,10,19.165154
2379,uave,uaved,V;PST,6,4.467961
2380,csrfest,csrfested,V;PST,10,14.004923
2381,amocvt,amocvted,V;PST,9,20.30875
2382,jeck,jecked,V;PST,7,5.0417814
2383,eap,eapped,V;PST,7,8.362563
2384,asuah,asuahed,V;PST,8,5.9231715
2385,ntqjp,ntqjpped,V;PST,9,21.938063
2386,imdltpe,imdltped,V;PST,9,12.946643
2387,deqett,deqetted,V;PST,9,9.528824
2388,cnff,cnffed,V;PST,7,7.3176117
2389,rrcalaie,rrcalaied,V;PST,10,17.73174
2390,contint,continted,V;PST,10,8.714764
2391,featojr,featojred,V;PST,10,16.980438
2392,smlj,smljed,V;PST,7,9.815264
2393,sutsrmss,sutsrmssed,V;PST,11,18.50036
2394,pwzvize,pwzvized,V;PST,9,11.864479
2395,flyp,flypped,V;PST,8,6.9983873
2396,pbocoue,pbocoued,V;PST,9,11.865829
2397,jiiij,jiiijked,V;PST,9,11.154551
2398,cmst,cmst,V;PST,5,10.63343
2399,prw,prwned,V;PST,7,12.471116
2400,rafume,rafumed,V;PST,8,6.0418367
2401,concentrjle,concentrjled,V;PST,13,24.087353
2402,yhyrow,yhyrowed,V;PST,9,11.10485
2403,retard,retarded,V;PST,9,6.424214
2404,wtoop,wtooped,V;PST,8,6.245777
2405,vuiur,vuiurd,V;PST,7,9.521575
2406,kawe,kawed,V;PST,6,4.4001217
2407,fzco,fzcoed,V;PST,7,11.353467
2408,acsbikote,acsbikoted,V;PST,11,14.905938
2409,sauve,sauved,V;PST,7,4.9784884
2410,itdzkeie,itdzkeied,V;PST,10,20.958483
2411,jtk,jtkped,V;PST,7,18.182594
2412,fnrve,fnrveed,V;PST,8,16.99818
2413,giqp,giqped,V;PST,7,13.3694315
2414,epecrlocute,epecrlocuted,V;PST,13,15.742619
2415,floqt,floqted,V;PST,8,8.047326
2416,desfrre,desfrred,V;PST,9,9.263405
2417,scxk,scxked,V;PST,7,7.337646
2418,tbeasfre,tbeasfred,V;PST,10,17.249733
2419,bnort,bnorted,V;PST,8,5.820822
2420,lfw,lfwed,V;PST,6,8.722058
2421,aopdokch,aopdokched,V;PST,11,25.472467
2422,sirkgtle,sirkgtled,V;PST,10,10.932847
2423,aicimpyish,aicimpyished,V;PST,13,27.033209
2424,eedct,eedcted,V;PST,8,10.949173
2425,excln,exclned,V;PST,8,7.2332172
2426,ezsg,ezsgd,V;PST,6,13.7860565
2427,slag,slagged,V;PST,8,5.5734897
2428,sahiiime,sahiiimed,V;PST,10,13.708047
2429,cycmgnd,cycmgnded,V;PST,10,13.04674
2430,sack,sacked,V;PST,7,4.911123
2431,mnurh,mnurhed,V;PST,8,8.935819
2432,time,timed,V;PST,6,4.317127
2433,feulm,feulmed,V;PST,8,7.609995
2434,raod,raoded,V;PST,7,5.3109646
2435,nalj,naljed,V;PST,7,8.070894
2436,cedebdwve,cedebdwved,V;PST,11,22.848076
2437,hpoauk,hpoauked,V;PST,9,13.575228
2438,mjck,mjcked,V;PST,7,13.639208
2439,mhbind,mhbinded,V;PST,9,18.758692
2440,sgded,sgdd,V;PST,5,9.006062
2441,mhtlm,mhtlmed,V;PST,8,16.293081
2442,jaak,jaaked,V;PST,7,5.5832434
2443,vex,vexed,V;PST,6,5.6640515
2444,hrlse,hrlsed,V;PST,7,9.866925
2445,repein,repeined,V;PST,9,11.794878
2446,trcduee,trcdueed,V;PST,9,14.123675
2447,gillop,gilloped,V;PST,9,7.559179
2448,chhg,chhgged,V;PST,8,11.126236
2449,ctgtrake,ctgtraked,V;PST,10,7.8390045
2450,epuygke,epuygked,V;PST,9,15.2308445
2451,elgva,elgvad,V;PST,7,12.614341
2452,avcord,avcorded,V;PST,9,6.604303
2453,pjila,pjilaed,V;PST,8,14.669802
2454,hoxcd,hoxcded,V;PST,8,9.680237
2455,nfctfn,nfctfned,V;PST,9,11.19115
2456,hepothjspze,hepothjspzed,V;PST,13,29.086971
2457,serunch,serunched,V;PST,10,8.03195
2458,dcbyte,dcbyted,V;PST,8,19.642284
2459,empjpy,empjpyed,V;PST,9,14.952921
2460,bulq,bulqed,V;PST,7,10.943711
2461,kskd,kskded,V;PST,7,5.371591
2462,cfnjrol,cfnjrolled,V;PST,11,14.360825
2463,crey,creyed,V;PST,7,5.432103
2464,peus,peused,V;PST,7,8.434026
2465,analyze,analyzed,V;PST,9,10.108505
2466,szsn,szsnned,V;PST,8,9.3554535
2467,fprwv,fprwved,V;PST,8,9.967039
2468,rrrivve,rrrivved,V;PST,9,14.037519
2469,zombify,zombified,V;PST,10,10.548621
2470,satnsfy,satnsfied,V;PST,10,10.805435
2471,mukcn,mukcned,V;PST,8,7.0042768
2472,szlcct,szlccted,V;PST,9,10.722752
2473,cturte,cturted,V;PST,8,7.32711
2474,ssrap,ssrapped,V;PST,9,8.67124
2475,ngadle,ngadled,V;PST,8,7.325538
2476,thricl,thricled,V;PST,9,6.4670515
2477,wxddnd,wxddnded,V;PST,9,17.01087
2478,pcxt,pcxt,V;PST,5,13.629921
2479,reqidter,reqidtered,V;PST,11,13.069585
2480,rdhm,rdhmed,V;PST,7,12.10956
2481,gpoivl,gpoivled,V;PST,9,10.020669
2482,qnioi,qnioied,V;PST,8,16.22593
2483,dpnh,dpnhed,V;PST,7,14.951178
2484,wucw,wucwed,V;PST,7,6.2570834
2485,cozfv,cozfved,V;PST,8,11.058756
2486,vluge,vluged,V;PST,7,9.204721
2487,cude,cuded,V;PST,6,6.0566015
2488,group,grouped,V;PST,8,7.2421184
2489,bvekt,bvekted,V;PST,8,6.8184996
2490,xmxe,xmxed,V;PST,6,11.5613575
2491,jaby,jabied,V;PST,7,11.194679
2492,augomabe,augomabed,V;PST,10,17.542368
2493,phred,phredded,V;PST,9,6.371633
2494,vofg,vofged,V;PST,7,5.7189302
2495,cfrvw,cfrvwd,V;PST,7,18.730406
2496,rsweqt,rsweqted,V;PST,9,14.501529
2497,psthj,psthjd,V;PST,7,15.412193
2498,sfpxvhe,sfpxvhed,V;PST,9,15.382633
2499,bbtoher,bbtohered,V;PST,10,11.96197
2500,sinhwpch,sinhwpched,V;PST,11,18.863125
2501,extpect,extpected,V;PST,10,9.185623
2502,zvge,zvged,V;PST,6,10.184986
2503,imprund,imprunded,V;PST,10,7.3179383
2504,stuhk,stuhked,V;PST,8,8.016212
2505,bandce,bandced,V;PST,8,8.223097
2506,rgez,rgezed,V;PST,7,6.9969993
2507,cpbrj,cpbrjed,V;PST,8,10.377934
2508,twizzle,twizzled,V;PST,9,7.2352433
2509,lausyh,lausyhed,V;PST,9,13.103324
2510,declare,declared,V;PST,9,6.3351083
2511,sdmbk,sdmbked,V;PST,8,18.437323
2512,itcoude,itcouded,V;PST,9,11.036818
2513,foaf,foafed,V;PST,7,5.1888227
2514,fume,fumed,V;PST,6,4.3126216
2515,zweax,zweaxed,V;PST,8,7.4347343
2516,reluafe,reluafed,V;PST,9,7.477375
2517,ruics,ruicsed,V;PST,8,5.9712033
2518,adologife,adologifed,V;PST,11,18.4767
2519,rzacc,rzaccd,V;PST,7,13.97089
2520,mlintwin,mlintwined,V;PST,11,26.057812
2521,survije,survijed,V;PST,9,8.323388
2522,rcprprjkate,rcprprjkated,V;PST,13,20.083338
2523,zgrcx,zgrcxed,V;PST,8,9.7993765
2524,fip,fiped,V;PST,6,8.621082
2525,wolm,wolmd,V;PST,6,10.06901
2526,neot,neotted,V;PST,8,9.296418
2527,sudceed,sudceeded,V;PST,10,11.818969
2528,wachnip,wachniped,V;PST,10,12.364524
2529,mmgng,mmgnged,V;PST,8,16.476788
2530,braqd,braqded,V;PST,8,8.00167
2531,dove,doved,V;PST,6,4.192331
2532,rksbl,rksblled,V;PST,9,16.590878
2533,greose,greosed,V;PST,8,6.3925943
2534,ajzz,ajzzzed,V;PST,8,12.210722
2535,sfrmouaxe,sfrmouaxed,V;PST,11,16.245024
2536,mkaeuver,mkaeuvered,V;PST,11,20.808962
2537,uwiwe,uwiwed,V;PST,7,6.2835426
2538,rrhort,rrhorted,V;PST,9,17.725029
2539,lenm,lenmed,V;PST,7,5.2206964
2540,rnw,rnwed,V;PST,6,5.2256804
2541,anpncippte,anpncippted,V;PST,12,16.210522
2542,plgx,plgxed,V;PST,7,13.781882
2543,sjbyf,sjbyfed,V;PST,8,12.353642
2544,invale,invaled,V;PST,8,8.819874
2545,gsag,gsagged,V;PST,8,5.8278213
2546,rmmfde,rmmfded,V;PST,8,12.160322
2547,dazo,dazod,V;PST,6,7.740137
2548,qaipn,qaipnd,V;PST,7,14.696961
